TB_IDN,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06
103603,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103604,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103605,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103606,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103701,23.92,34.40,104.56,138.01,137.72,215.53,208.87,195.69,61.38,13.39,5.31,11.78,134.50,77.73,41.79,284.68,126.03,110.65,387.72,247.24,45.19,39.31,51.84,0.44,24.99,18.10,112.41,339.02,205.50,282.82,367.24,345.75,119.79,2.03,45.08,0.26,75.07,30.37,389.51,207.68,247.49,272.94,301.78,422.91,55.34,61.39,86.20,48.94,68.44,198.36,143.68,53.76
103702,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
103801,4.20,38.09,85.07,99.37,103.07,196.03,191.50,215.03,77.33,17.29,7.70,7.81,87.03,71.90,33.18,200.06,115.32,91.45,307.93,224.35,43.51,36.17,42.94,0.34,16.08,15.91,101.54,306.20,195.42,205.58,320.96,348.12,82.16,2.81,57.88,0.00,79.11,48.86,372.40,153.47,204.09,240.66,285.65,287.90,69.42,36.51,153.40,35.30,70.42,204.88,137.33,42.20
103802,13.58,38.68,92.58,110.45,101.82,206.09,194.20,192.57,54.38,16.39,8.73,3.27,109.96,71.57,40.88,198.08,120.30,81.81,308.31,229.03,27.77,12.16,34.51,0.19,12.51,15.62,96.89,302.94,201.42,178.58,331.57,323.16,75.12,2.33,54.36,0.00,78.62,37.59,421.10,151.23,201.06,249.09,285.50,342.68,58.83,30.47,57.82,46.23,71.65,201.56,142.65,42.74
103901,22.75,39.39,117.19,120.51,119.40,234.14,214.93,182.95,44.96,10.87,5.97,8.16,102.90,65.51,43.84,237.35,121.57,106.23,330.64,245.77,28.93,23.97,41.40,0.51,25.56,18.86,106.31,327.49,226.23,244.72,380.62,311.73,89.56,1.57,43.12,0.25,84.06,34.96,379.72,214.32,238.71,269.28,286.78,331.44,41.83,37.90,85.27,65.80,59.56,206.16,147.47,52.53
103902,22.75,39.39,117.19,120.51,119.40,234.14,214.93,182.95,44.96,10.87,5.97,8.16,102.90,65.51,43.84,237.35,121.57,106.23,330.64,245.77,28.93,23.97,41.40,0.51,25.56,18.86,106.31,327.49,226.23,244.72,380.62,311.73,89.56,1.57,43.12,0.25,84.06,34.96,379.72,214.32,238.71,269.28,286.78,331.44,41.83,37.90,85.27,65.80,59.56,206.16,147.47,52.53
103903,22.75,39.39,117.19,120.51,119.40,234.14,214.93,182.95,44.96,10.87,5.97,8.16,102.90,65.51,43.84,237.35,121.57,106.23,330.64,245.77,28.93,23.97,41.40,0.51,25.56,18.86,106.31,327.49,226.23,244.72,380.62,311.73,89.56,1.57,43.12,0.25,84.06,34.96,379.72,214.32,238.71,269.28,286.78,331.44,41.83,37.90,85.27,65.80,59.56,206.16,147.47,52.53
104001,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
104002,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
104003,13.58,38.68,92.58,110.45,101.82,206.09,194.20,192.57,54.38,16.39,8.73,3.27,109.96,71.57,40.88,198.08,120.30,81.81,308.31,229.03,27.77,12.16,34.51,0.19,12.51,15.62,96.89,302.94,201.42,178.58,331.57,323.16,75.12,2.33,54.36,0.00,78.62,37.59,421.10,151.23,201.06,249.09,285.50,342.68,58.83,30.47,57.82,46.23,71.65,201.56,142.65,42.74
104004,4.20,38.09,85.07,99.37,103.07,196.03,191.50,215.03,77.33,17.29,7.70,7.81,87.03,71.90,33.18,200.06,115.32,91.45,307.93,224.35,43.51,36.17,42.94,0.34,16.08,15.91,101.54,306.20,195.42,205.58,320.96,348.12,82.16,2.81,57.88,0.00,79.11,48.86,372.40,153.47,204.09,240.66,285.65,287.90,69.42,36.51,153.40,35.30,70.42,204.88,137.33,42.20
104101,25.61,48.16,119.60,119.37,119.68,225.53,230.43,173.07,43.44,12.71,7.34,10.78,106.49,67.87,49.82,221.76,129.66,112.32,304.08,233.82,36.72,23.37,49.31,0.56,18.82,17.17,99.33,322.56,235.15,209.34,390.03,307.30,73.14,3.15,42.29,0.25,86.42,38.93,411.07,215.34,242.41,274.02,275.07,296.02,35.42,22.62,80.97,78.18,50.25,201.16,163.46,55.06
104102,25.61,48.16,119.60,119.37,119.68,225.53,230.43,173.07,43.44,12.71,7.34,10.78,106.49,67.87,49.82,221.76,129.66,112.32,304.08,233.82,36.72,23.37,49.31,0.56,18.82,17.17,99.33,322.56,235.15,209.34,390.03,307.30,73.14,3.15,42.29,0.25,86.42,38.93,411.07,215.34,242.41,274.02,275.07,296.02,35.42,22.62,80.97,78.18,50.25,201.16,163.46,55.06
104201,21.21,68.51,119.84,124.48,120.67,246.36,224.77,162.67,54.78,10.13,5.36,11.21,149.56,90.12,62.73,180.47,120.39,142.87,316.76,231.30,24.11,30.32,72.07,0.00,17.43,18.29,109.70,293.12,251.21,219.34,382.47,282.17,61.29,1.22,34.29,0.41,85.37,59.42,369.33,223.30,267.54,278.44,257.31,286.11,25.61,14.44,76.48,72.03,48.74,209.42,169.06,56.02
104202,26.98,38.83,104.11,129.21,122.42,243.40,208.37,165.24,44.09,11.95,4.81,9.86,116.42,78.51,50.95,203.70,126.96,123.29,296.55,234.64,20.10,23.38,50.17,0.10,14.03,16.90,105.26,308.80,238.59,221.92,398.14,284.81,62.16,1.73,37.93,0.29,72.80,97.54,393.18,227.83,255.32,262.31,276.16,273.22,27.73,23.68,88.19,58.99,42.87,209.72,139.82,61.18
104203,26.98,38.83,104.11,129.21,122.42,243.40,208.37,165.24,44.09,11.95,4.81,9.86,116.42,78.51,50.95,203.70,126.96,123.29,296.55,234.64,20.10,23.38,50.17,0.10,14.03,16.90,105.26,308.80,238.59,221.92,398.14,284.81,62.16,1.73,37.93,0.29,72.80,97.54,393.18,227.83,255.32,262.31,276.16,273.22,27.73,23.68,88.19,58.99,42.87,209.72,139.82,61.18
104301,26.98,38.83,104.11,129.21,122.42,243.40,208.37,165.24,44.09,11.95,4.81,9.86,116.42,78.51,50.95,203.70,126.96,123.29,296.55,234.64,20.10,23.38,50.17,0.10,14.03,16.90,105.26,308.80,238.59,221.92,398.14,284.81,62.16,1.73,37.93,0.29,72.80,97.54,393.18,227.83,255.32,262.31,276.16,273.22,27.73,23.68,88.19,58.99,42.87,209.72,139.82,61.18
104401,24.68,26.35,113.04,133.18,125.69,234.04,212.60,186.93,49.05,17.25,3.15,7.57,101.43,78.90,39.89,226.95,122.09,122.31,300.05,232.39,22.77,31.45,41.59,0.10,15.78,17.87,110.79,323.79,235.87,234.45,395.89,286.69,71.20,1.06,38.76,0.25,62.31,36.33,373.54,219.21,266.35,260.54,275.29,271.17,34.11,35.59,172.78,46.21,41.35,211.68,139.80,54.00
104501,24.68,26.35,113.04,133.18,125.69,234.04,212.60,186.93,49.05,17.25,3.15,7.57,101.43,78.90,39.89,226.95,122.09,122.31,300.05,232.39,22.77,31.45,41.59,0.10,15.78,17.87,110.79,323.79,235.87,234.45,395.89,286.69,71.20,1.06,38.76,0.25,62.31,36.33,373.54,219.21,266.35,260.54,275.29,271.17,34.11,35.59,172.78,46.21,41.35,211.68,139.80,54.00
104601,28.45,36.11,136.63,125.69,124.32,218.39,205.80,162.92,48.03,10.06,2.53,8.68,101.95,81.29,44.28,191.83,127.64,139.95,303.81,237.11,16.19,19.24,53.73,0.22,14.84,17.26,107.04,301.16,237.01,208.28,384.70,286.27,59.02,2.14,36.72,0.28,67.37,32.74,366.50,211.08,252.71,262.11,271.74,279.11,27.54,15.29,180.78,51.83,41.58,205.98,142.91,55.91
104602,28.45,36.11,136.63,125.69,124.32,218.39,205.80,162.92,48.03,10.06,2.53,8.68,101.95,81.29,44.28,191.83,127.64,139.95,303.81,237.11,16.19,19.24,53.73,0.22,14.84,17.26,107.04,301.16,237.01,208.28,384.70,286.27,59.02,2.14,36.72,0.28,67.37,32.74,366.50,211.08,252.71,262.11,271.74,279.11,27.54,15.29,180.78,51.83,41.58,205.98,142.91,55.91
104603,28.45,36.11,136.63,125.69,124.32,218.39,205.80,162.92,48.03,10.06,2.53,8.68,101.95,81.29,44.28,191.83,127.64,139.95,303.81,237.11,16.19,19.24,53.73,0.22,14.84,17.26,107.04,301.16,237.01,208.28,384.70,286.27,59.02,2.14,36.72,0.28,67.37,32.74,366.50,211.08,252.71,262.11,271.74,279.11,27.54,15.29,180.78,51.83,41.58,205.98,142.91,55.91
104604,28.45,36.11,136.63,125.69,124.32,218.39,205.80,162.92,48.03,10.06,2.53,8.68,101.95,81.29,44.28,191.83,127.64,139.95,303.81,237.11,16.19,19.24,53.73,0.22,14.84,17.26,107.04,301.16,237.01,208.28,384.70,286.27,59.02,2.14,36.72,0.28,67.37,32.74,366.50,211.08,252.71,262.11,271.74,279.11,27.54,15.29,180.78,51.83,41.58,205.98,142.91,55.91
104605,28.45,36.11,136.63,125.69,124.32,218.39,205.80,162.92,48.03,10.06,2.53,8.68,101.95,81.29,44.28,191.83,127.64,139.95,303.81,237.11,16.19,19.24,53.73,0.22,14.84,17.26,107.04,301.16,237.01,208.28,384.70,286.27,59.02,2.14,36.72,0.28,67.37,32.74,366.50,211.08,252.71,262.11,271.74,279.11,27.54,15.29,180.78,51.83,41.58,205.98,142.91,55.91
104701,26.57,28.78,128.52,139.36,126.23,223.35,219.69,217.36,47.19,13.19,3.35,9.06,100.92,73.32,42.51,279.99,119.57,124.33,347.27,228.55,27.74,27.59,46.04,0.27,11.83,16.77,111.03,329.31,211.18,246.90,384.14,305.96,109.93,1.83,40.08,0.18,64.01,37.40,400.38,220.90,266.98,249.30,272.38,306.14,37.46,38.20,95.14,42.18,48.13,208.13,149.44,59.94
104801,13.58,38.68,92.58,110.45,101.82,206.09,194.20,192.57,54.38,16.39,8.73,3.27,109.96,71.57,40.88,198.08,120.30,81.81,308.31,229.03,27.77,12.16,34.51,0.19,12.51,15.62,96.89,302.94,201.42,178.58,331.57,323.16,75.12,2.33,54.36,0.00,78.62,37.59,421.10,151.23,201.06,249.09,285.50,342.68,58.83,30.47,57.82,46.23,71.65,201.56,142.65,42.74
104802,13.58,38.68,92.58,110.45,101.82,206.09,194.20,192.57,54.38,16.39,8.73,3.27,109.96,71.57,40.88,198.08,120.30,81.81,308.31,229.03,27.77,12.16,34.51,0.19,12.51,15.62,96.89,302.94,201.42,178.58,331.57,323.16,75.12,2.33,54.36,0.00,78.62,37.59,421.10,151.23,201.06,249.09,285.50,342.68,58.83,30.47,57.82,46.23,71.65,201.56,142.65,42.74
104901,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
104902,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
105001,4.20,38.09,85.07,99.37,103.07,196.03,191.50,215.03,77.33,17.29,7.70,7.81,87.03,71.90,33.18,200.06,115.32,91.45,307.93,224.35,43.51,36.17,42.94,0.34,16.08,15.91,101.54,306.20,195.42,205.58,320.96,348.12,82.16,2.81,57.88,0.00,79.11,48.86,372.40,153.47,204.09,240.66,285.65,287.90,69.42,36.51,153.40,35.30,70.42,204.88,137.33,42.20
800101,8.13,43.58,206.43,118.58,92.01,177.59,147.38,355.92,496.84,748.42,109.81,123.53,1.83,101.28,92.27,76.85,128.25,188.13,218.77,326.44,504.23,333.20,98.30,96.17,0.00,2.85,124.28,133.87,189.91,93.45,143.18,275.60,297.59,1019.00,1170.46,136.84,82.40,194.91,145.51,141.73,95.98,165.92,192.98,127.21,1047.48,428.72,250.21,31.20,101.97,106.46,143.54,40.62
800102,8.13,43.58,206.43,118.58,92.01,177.59,147.38,355.92,496.84,748.42,109.81,123.53,1.83,101.28,92.27,76.85,128.25,188.13,218.77,326.44,504.23,333.20,98.30,96.17,0.00,2.85,124.28,133.87,189.91,93.45,143.18,275.60,297.59,1019.00,1170.46,136.84,82.40,194.91,145.51,141.73,95.98,165.92,192.98,127.21,1047.48,428.72,250.21,31.20,101.97,106.46,143.54,40.62
800103,8.13,43.58,206.43,118.58,92.01,177.59,147.38,355.92,496.84,748.42,109.81,123.53,1.83,101.28,92.27,76.85,128.25,188.13,218.77,326.44,504.23,333.20,98.30,96.17,0.00,2.85,124.28,133.87,189.91,93.45,143.18,275.60,297.59,1019.00,1170.46,136.84,82.40,194.91,145.51,141.73,95.98,165.92,192.98,127.21,1047.48,428.72,250.21,31.20,101.97,106.46,143.54,40.62
800106,11.37,79.74,292.01,137.68,95.89,224.48,153.60,394.76,529.81,653.40,177.67,22.35,1.00,98.72,225.98,74.38,153.60,459.04,242.46,326.90,517.73,337.57,249.59,137.72,0.00,0.89,111.94,183.90,199.50,98.59,159.63,295.30,396.98,1097.15,1707.66,163.83,150.62,207.14,144.29,157.60,117.30,238.86,237.92,133.49,1120.78,471.56,290.20,32.08,246.45,109.99,173.66,48.77
800106,11.37,79.74,292.01,137.68,95.89,224.48,153.60,394.76,529.81,653.40,177.67,22.35,1.00,98.72,225.98,74.38,153.60,459.04,242.46,326.90,517.73,337.57,249.59,137.72,0.00,0.89,111.94,183.90,199.50,98.59,159.63,295.30,396.98,1097.15,1707.66,163.83,150.62,207.14,144.29,157.60,117.30,238.86,237.92,133.49,1120.78,471.56,290.20,32.08,246.45,109.99,173.66,48.77
800107,11.37,79.74,292.01,137.68,95.89,224.48,153.60,394.76,529.81,653.40,177.67,22.35,1.00,98.72,225.98,74.38,153.60,459.04,242.46,326.90,517.73,337.57,249.59,137.72,0.00,0.89,111.94,183.90,199.50,98.59,159.63,295.30,396.98,1097.15,1707.66,163.83,150.62,207.14,144.29,157.60,117.30,238.86,237.92,133.49,1120.78,471.56,290.20,32.08,246.45,109.99,173.66,48.77
800112,17.97,69.91,165.97,122.82,91.65,181.75,151.92,304.91,464.77,518.65,82.06,4.48,1.74,84.97,103.69,89.53,157.95,219.23,219.66,293.58,466.45,234.27,97.97,83.30,0.00,4.71,138.10,146.85,226.34,99.46,145.85,265.16,320.55,901.60,1076.04,70.85,85.52,164.98,168.09,127.17,98.51,174.62,326.60,111.74,936.55,361.27,279.66,16.98,63.23,92.95,151.60,35.84
800113,14.03,50.12,186.02,118.32,87.78,184.90,155.59,342.43,449.26,551.33,84.67,3.94,1.00,86.67,105.79,87.96,142.85,213.91,189.07,258.43,509.01,269.51,95.36,82.46,0.00,12.66,133.11,161.74,206.88,103.97,145.45,274.05,316.03,1010.06,1092.49,79.71,86.57,175.83,147.92,125.10,95.19,177.57,260.83,119.24,976.87,366.72,251.97,21.93,49.67,99.71,136.20,34.14
800114,14.03,50.12,186.02,118.32,87.78,184.90,155.59,342.43,449.26,551.33,84.67,3.94,1.00,86.67,105.79,87.96,142.85,213.91,189.07,258.43,509.01,269.51,95.36,82.46,0.00,12.66,133.11,161.74,206.88,103.97,145.45,274.05,316.03,1010.06,1092.49,79.71,86.57,175.83,147.92,125.10,95.19,177.57,260.83,119.24,976.87,366.72,251.97,21.93,49.67,99.71,136.20,34.14
800115,8.13,43.58,206.43,118.58,92.01,177.59,147.38,355.92,496.84,748.42,109.81,123.53,1.83,101.28,92.27,76.85,128.25,188.13,218.77,326.44,504.23,333.20,98.30,96.17,0.00,2.85,124.28,133.87,189.91,93.45,143.18,275.60,297.59,1019.00,1170.46,136.84,82.40,194.91,145.51,141.73,95.98,165.92,192.98,127.21,1047.48,428.72,250.21,31.20,101.97,106.46,143.54,40.62
800116,9.54,59.68,188.77,129.48,104.12,193.60,190.18,354.79,506.87,597.66,120.28,4.56,1.78,102.72,111.99,88.65,141.80,247.58,223.99,270.78,457.60,342.76,114.84,103.14,0.00,4.23,138.51,136.82,249.03,111.06,145.20,270.64,323.99,943.23,1198.64,90.23,87.05,177.23,170.12,138.45,102.82,169.63,209.32,129.19,939.96,373.31,273.32,12.20,98.80,114.81,140.19,42.05
800118,8.13,43.58,206.43,118.58,92.01,177.59,147.38,355.92,496.84,748.42,109.81,123.53,1.83,101.28,92.27,76.85,128.25,188.13,218.77,326.44,504.23,333.20,98.30,96.17,0.00,2.85,124.28,133.87,189.91,93.45,143.18,275.60,297.59,1019.00,1170.46,136.84,82.40,194.91,145.51,141.73,95.98,165.92,192.98,127.21,1047.48,428.72,250.21,31.20,101.97,106.46,143.54,40.62
800119,13.31,75.36,211.43,160.90,99.84,237.48,150.03,328.16,444.91,566.22,55.57,5.23,1.94,102.54,126.37,86.52,144.42,388.14,188.16,330.97,513.25,257.14,186.64,103.81,0.00,10.52,117.40,161.81,189.04,99.53,180.23,268.40,421.12,1124.20,1328.91,74.66,107.48,200.20,186.27,154.09,101.67,181.46,263.58,131.78,1105.57,427.96,279.28,31.81,96.97,111.25,171.78,34.44
800120,5.65,27.93,194.80,121.14,80.42,149.53,130.25,335.21,442.16,644.14,78.01,2.80,0.75,82.70,112.26,75.07,106.31,187.92,184.95,311.60,515.96,275.06,102.81,67.18,0.00,0.79,102.68,125.26,159.31,81.37,123.08,260.75,296.00,1025.80,1114.16,102.84,80.41,158.46,141.25,269.33,96.15,159.40,219.39,112.82,930.47,387.67,242.55,7.61,69.96,120.65,130.75,51.55
800121,8.11,56.80,225.46,120.56,107.96,223.29,163.47,424.67,475.48,643.85,57.24,3.96,1.33,100.84,240.82,75.91,145.60,300.59,207.72,394.68,525.60,372.59,138.91,92.64,0.00,0.19,94.34,157.18,149.91,100.62,149.75,279.05,402.93,1193.87,1231.99,355.18,115.52,227.52,179.24,163.63,126.92,170.54,266.69,128.58,1096.32,522.24,303.64,12.75,90.96,137.02,191.22,43.84
800122,13.31,75.36,211.43,160.90,99.84,237.48,150.03,328.16,444.91,566.22,55.57,5.23,1.94,102.54,126.37,86.52,144.42,388.14,188.16,330.97,513.25,257.14,186.64,103.81,0.00,10.52,117.40,161.81,189.04,99.53,180.23,268.40,421.12,1124.20,1328.91,74.66,107.48,200.20,186.27,154.09,101.67,181.46,263.58,131.78,1105.57,427.96,279.28,31.81,96.97,111.25,171.78,34.44
800201,6.77,40.21,193.86,127.36,81.77,163.26,165.21,319.09,443.56,569.36,79.28,4.41,0.82,83.36,128.08,80.73,119.43,186.93,194.11,283.63,459.22,314.95,125.30,65.40,0.00,1.45,121.87,147.31,209.40,85.41,117.26,263.08,310.11,994.43,1058.13,78.20,86.73,153.55,162.65,198.06,98.26,142.83,197.87,100.01,831.41,381.89,228.87,8.34,64.16,125.68,138.41,54.11
800202,6.77,40.21,193.86,127.36,81.77,163.26,165.21,319.09,443.56,569.36,79.28,4.41,0.82,83.36,128.08,80.73,119.43,186.93,194.11,283.63,459.22,314.95,125.30,65.40,0.00,1.45,121.87,147.31,209.40,85.41,117.26,263.08,310.11,994.43,1058.13,78.20,86.73,153.55,162.65,198.06,98.26,142.83,197.87,100.01,831.41,381.89,228.87,8.34,64.16,125.68,138.41,54.11
800203,6.77,40.21,193.86,127.36,81.77,163.26,165.21,319.09,443.56,569.36,79.28,4.41,0.82,83.36,128.08,80.73,119.43,186.93,194.11,283.63,459.22,314.95,125.30,65.40,0.00,1.45,121.87,147.31,209.40,85.41,117.26,263.08,310.11,994.43,1058.13,78.20,86.73,153.55,162.65,198.06,98.26,142.83,197.87,100.01,831.41,381.89,228.87,8.34,64.16,125.68,138.41,54.11
800204,9.18,52.73,185.75,174.26,89.23,149.46,167.97,320.62,442.81,519.10,68.58,3.36,0.58,74.43,121.00,77.40,127.12,189.63,224.51,276.45,451.64,259.34,107.62,73.39,0.00,1.19,122.00,150.68,256.03,93.43,121.63,261.72,298.21,962.76,1023.56,74.82,82.17,156.79,155.11,218.48,107.44,162.29,204.23,104.77,821.90,382.83,243.83,9.87,61.04,135.28,158.64,55.30
800205,6.77,40.21,193.86,127.36,81.77,163.26,165.21,319.09,443.56,569.36,79.28,4.41,0.82,83.36,128.08,80.73,119.43,186.93,194.11,283.63,459.22,314.95,125.30,65.40,0.00,1.45,121.87,147.31,209.40,85.41,117.26,263.08,310.11,994.43,1058.13,78.20,86.73,153.55,162.65,198.06,98.26,142.83,197.87,100.01,831.41,381.89,228.87,8.34,64.16,125.68,138.41,54.11
800301,15.03,79.97,172.76,121.71,94.25,203.40,148.39,326.34,438.03,487.78,61.13,6.18,1.73,81.47,125.97,94.48,160.33,238.67,223.70,240.53,439.14,226.02,101.84,94.28,0.00,7.93,151.31,149.04,275.97,114.54,152.47,274.48,307.89,860.93,1083.47,76.32,91.75,170.54,170.87,139.15,100.58,198.51,348.27,115.80,910.60,368.70,288.92,15.84,77.13,110.26,156.62,34.24
800302,15.03,79.97,172.76,121.71,94.25,203.40,148.39,326.34,438.03,487.78,61.13,6.18,1.73,81.47,125.97,94.48,160.33,238.67,223.70,240.53,439.14,226.02,101.84,94.28,0.00,7.93,151.31,149.04,275.97,114.54,152.47,274.48,307.89,860.93,1083.47,76.32,91.75,170.54,170.87,139.15,100.58,198.51,348.27,115.80,910.60,368.70,288.92,15.84,77.13,110.26,156.62,34.24
800303,9.54,59.68,188.77,129.48,104.12,193.60,190.18,354.79,506.87,597.66,120.28,4.56,1.78,102.72,111.99,88.65,141.80,247.58,223.99,270.78,457.60,342.76,114.84,103.14,0.00,4.23,138.51,136.82,249.03,111.06,145.20,270.64,323.99,943.23,1198.64,90.23,87.05,177.23,170.12,138.45,102.82,169.63,209.32,129.19,939.96,373.31,273.32,12.20,98.80,114.81,140.19,42.05
800304,12.43,73.16,207.94,138.88,107.43,207.63,202.74,333.74,450.67,546.29,99.48,10.45,1.72,93.70,144.10,88.49,192.81,263.71,243.93,275.63,442.25,345.55,113.52,130.99,0.00,6.15,152.03,141.30,294.51,129.51,152.76,294.90,322.88,906.18,1161.75,93.65,88.25,192.18,176.37,158.93,113.54,208.70,222.20,125.96,926.47,394.15,276.77,14.47,94.99,127.75,158.01,44.39
800305,17.97,69.91,165.97,122.82,91.65,181.75,151.92,304.91,464.77,518.65,82.06,4.48,1.74,84.97,103.69,89.53,157.95,219.23,219.66,293.58,466.45,234.27,97.97,83.30,0.00,4.71,138.10,146.85,226.34,99.46,145.85,265.16,320.55,901.60,1076.04,70.85,85.52,164.98,168.09,127.17,98.51,174.62,326.60,111.74,936.55,361.27,279.66,16.98,63.23,92.95,151.60,35.84
800401,45.57,139.91,222.80,136.25,118.75,220.20,173.25,341.74,403.38,433.90,50.13,7.74,1.63,96.91,177.90,109.30,184.22,334.00,270.53,249.32,385.38,162.30,86.21,69.54,0.00,15.10,203.59,186.61,274.83,151.69,191.20,312.81,316.79,729.87,919.71,198.51,108.69,200.07,219.78,258.58,115.46,313.53,303.46,129.70,790.95,339.97,420.22,18.87,132.69,129.32,222.77,48.48
800403,30.77,111.83,198.52,141.57,134.44,213.43,190.92,346.69,432.73,524.69,73.93,5.34,2.13,108.64,167.94,101.71,169.78,271.60,264.57,274.00,435.69,262.16,102.59,77.83,0.00,9.65,174.31,155.65,299.22,138.36,172.65,277.91,303.03,948.07,1124.94,88.27,96.62,202.46,180.34,156.27,115.24,251.78,239.69,152.64,887.98,430.22,321.77,13.48,132.25,132.33,182.26,45.37
800404,110.35,140.14,230.13,157.13,155.73,240.80,189.29,301.55,399.44,512.28,52.84,7.07,1.77,95.14,192.94,102.34,193.99,307.00,311.97,288.71,386.69,229.22,94.08,70.58,0.00,18.54,228.33,203.91,276.37,179.56,219.66,292.60,325.52,806.70,987.85,92.05,97.34,248.20,212.57,270.64,128.55,278.75,287.05,128.60,783.43,342.93,346.21,25.38,157.92,160.12,207.24,53.25
800405,35.36,117.24,211.87,170.94,138.01,314.62,231.34,334.29,375.10,385.58,51.41,8.95,0.86,64.91,206.80,133.67,209.01,282.30,353.46,259.86,303.74,197.85,81.81,52.31,0.00,17.30,248.75,197.51,335.71,180.83,231.20,298.54,260.82,571.47,699.05,99.77,94.75,170.99,261.39,213.72,123.56,266.75,299.61,144.55,622.94,285.74,298.19,12.42,109.75,187.38,207.93,62.06
