date,addrcode,province,district,subdist,village,hi,ci,bi,province_EN,district_EN,subdist_EN
2013-06-01,760406,เพชรบุรี,ชะอำ,ห้วยทรายเหนือ,ไร่ดินทอง,0,0,0,Phetchaburi,Cha-am,Huai Sai Nuea
2013-06-01,490306,มุกดาหาร,ดอนตาล,นาสะเม็ง,โคกพัฒนา,0,0,0,Mukdahan,Don Tan,Na Sameng
2013-06-01,490205,มุกดาหาร,นิคมคำสร้อย,นาอุดม,สมสะอาด,0,0,0,Mukdahan,Nikhom Kham Soi,Na Udom
2013-06-01,490203,มุกดาหาร,นิคมคำสร้อย,หนองแวง,หนองแวง,0,0,0,Mukdahan,Nikhom Kham Soi,Nong Waeng
2013-06-01,510605,ลำพูน,ป่าซาง,บ้านเรือน,เจดีย์สามยอด,26.67,4.23,30,Lamphun,Pa Sang,Ban Ruean
2013-06-01,750309,สมุทรสงคราม,อัมพวา,บางแค,ปากคลองวัว,30,6.25,50,Samut Songkhram,Amphawa,Bang Khae
2013-06-01,750309,สมุทรสงคราม,อัมพวา,บางแค,คลองบุญนาค,20,4.62,30,Samut Songkhram,Amphawa,Bang Khae
2013-06-01,750309,สมุทรสงคราม,อัมพวา,บางแค,ปลายคลองบางแค,0,0,0,Samut Songkhram,Amphawa,Bang Khae
2013-06-01,750308,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,ปลายโพงพาง,30,2.44,20,Samut Songkhram,Amphawa,Plai Phongphang
2013-06-01,750308,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,ปลายโพงพาง,80,29.51,180,Samut Songkhram,Amphawa,Plai Phongphang
2013-06-01,750308,สมุทรสงคราม,อัมพวา,ปลายโพงพาง,โคกเกตุ,20,9.23,60,Samut Songkhram,Amphawa,Plai Phongphang
2013-06-01,720302,สุพรรณบุรี,ด่านช้าง,ด่านช้าง,โป่งค่าง,16.67,5.05,36.67,Suphan Buri,Dan Chang,Dan Chang
2013-06-01,720301,สุพรรณบุรี,ด่านช้าง,หนองมะค่าโมง,ป่าสัก,43.33,12.59,120,Suphan Buri,Dan Chang,Nong Makha Mong
2013-06-01,840213,สุราษฎร์ธานี,กาญจนดิษฐ์,คลองสระ,ม่วงลีบ,43.33,24.04,83.33,Surat Thani,Kanchanadit,Khlong Sa
2013-06-01,840201,สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,ท่าทองใหม่,36.67,14.53,56.67,Surat Thani,Kanchanadit,Tha Thong Mai
2013-06-01,370201,อำนาจเจริญ,ชานุมาน,ชานุมาน,นาสีดาน้อย,0,0,0,Amnat Charoen,Chanuman,Chanuman
2013-06-01,370302,อำนาจเจริญ,ปทุมราชวงศา,คำโพน,คำโพน,0,0,0,Amnat Charoen,Pathum Ratchawongsa,Kham Phon
2013-06-01,370302,อำนาจเจริญ,ปทุมราชวงศา,คำโพน,คำโพน,0,0,0,Amnat Charoen,Pathum Ratchawongsa,Kham Phon
2013-06-01,370116,อำนาจเจริญ,เมืองอำนาจเจริญ,กุดปลาดุก,กุดน้ำคำ,0,0,0,Amnat Charoen,Mueang Amnat Charoen,Kut Pla Duk
2013-06-01,370118,อำนาจเจริญ,เมืองอำนาจเจริญ,นายม,นาเยีย,0,0,0,Amnat Charoen,Mueang Amnat Charoen,Na Yom
2013-06-01,370706,อำนาจเจริญ,ลืออำนาจ,แมด,เหล่าฝ้าย,0,0,0,Amnat Charoen,Lue Amnat,Maet
2013-06-01,370705,อำนาจเจริญ,ลืออำนาจ,ไร่ขี,เหล่าเลิง,0,0,0,Amnat Charoen,Lue Amnat,Rai Khi
2013-05-01,810305,กระบี่,เกาะลันตา,ศาลาด่าน,ศาลาด่าน,5,1.47,5,Krabi,Ko Lanta,Sala Dan
2013-05-01,810202,กระบี่,เขาพนม,เขาดิน,ช้างตาย,20,5.61,40,Krabi,Khao Phanom,Khao Din
2013-05-01,810202,กระบี่,เขาพนม,เขาดิน,ทับพรุ,13.33,1.6,10,Krabi,Khao Phanom,Khao Din
2013-05-01,810404,กระบี่,คลองท่อม,ทรายขาว,ทรายขาว,7,2.01,7,Krabi,Khlong Thom,Sai Khao
2013-05-01,810117,กระบี่,เมืองกระบี่,หนองทะเล,หนองทะเล,15,3.83,26,Krabi,Mueang Krabi,Nong Thale
2013-05-01,710612,กาญจนบุรี,ท่าม่วง,รางสาลี่,สระกลอย,18,3.79,32,Kanchanaburi,Tha Muang,Rang Sali
2013-05-01,710613,กาญจนบุรี,ท่าม่วง,หนองตากยา,คอเขา,36,10.56,60,Kanchanaburi,Tha Muang,Nong Tak Ya
2013-05-01,710202,กาญจนบุรี,ไทรโยค,ท่าเสา,ท่าเสา,34,5.75,44,Kanchanaburi,Sai Yok,Tha Sao
2013-05-01,220801,จันทบุรี,แก่งหางแมว,แก่งหางแมว,โป่งขนมจีน,0,0,0,Chanthaburi,Kaeng Hang Maeo,Kaeng Hang Maeo
2013-05-01,220702,จันทบุรี,สอยดาว,ทุ่งขนาน,หนองบอน,6,1.15,8,Chanthaburi,Soi Dao,Thung Khanan
2013-05-01,240104,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,คลองนา,12,2.66,14,Chachoengsao,Mueang Chachoengsao,Khlong Na
2013-05-01,240703,ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,ดงน้อย,52,13.25,95,Chachoengsao,Ratchasan,Dong Noi
2013-05-01,200708,ชลบุรี,ศรีราชา,บ่อวิน,เขาขยาย,22,12.03,38,Chon Buri,Si Racha,Bo Win
2013-05-01,860205,ชุมพร,ท่าแซะ,รับร่อ,รับร่อ,0,0,0,Chumphon,Tha Sae,Rap Ro
2013-05-01,860802,ชุมพร,ทุ่งตะโก,ทุ่งตะไคร,ทุ่งตะไคร,0,0,0,Chumphon,Thung Tako,Thung Takhrai
2013-05-01,860406,ชุมพร,หลังสวน,บ้านควน,บ้านควน,0,0,0,Chumphon,Lang Suan,Ban Khuan
2013-05-01,500710,เชียงใหม่,แม่ริม,ดอนแก้ว,ศาลา,28,7.78,55,Chiang Mai,Mae Rim,Don Kaeo
2013-05-01,730311,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0,Nakhon Pathom,Nakhon Chai Si,Khok Phra Chedi
2013-05-01,730311,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0,Nakhon Pathom,Nakhon Chai Si,Khok Phra Chedi
2013-05-01,730311,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0,Nakhon Pathom,Nakhon Chai Si,Khok Phra Chedi
2013-05-01,730311,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0,Nakhon Pathom,Nakhon Chai Si,Khok Phra Chedi
2013-05-01,730311,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,0,0,0,Nakhon Pathom,Nakhon Chai Si,Khok Phra Chedi
2013-05-01,730311,นครปฐม,นครชัยศรี,โคกพระเจดีย์,โคกพระเจดีย์,40,7.14,50,Nakhon Pathom,Nakhon Chai Si,Khok Phra Chedi
2013-05-01,730310,นครปฐม,นครชัยศรี,บางระกำ,บางระกำ,33,8.07,49,Nakhon Pathom,Nakhon Chai Si,Bang Rakam
2013-05-01,730107,นครปฐม,เมืองนครปฐม,สนามจันทร์,สนามจันทร์,9,2.16,14,Nakhon Pathom,mueang Nakhon Pathom,Sanam Chan
2013-05-01,730611,นครปฐม,สามพราน,คลองใหม่,คลองใหม่,15,2.88,18,Nakhon Pathom,Sam Phran,Khlong Mai
2013-05-01,480503,นครพนม,ธาตุพนม,โพนแพง,โพนแพง,0,0,0,Nakhon Phanom,That Phanom,Phon Phaeng
2013-05-01,480709,นครพนม,นาแก,นาเลียง,หนองคอง,0,0,0,Nakhon Phanom,Na Kae,Na Liang
2013-05-01,480703,นครพนม,นาแก,หนองสังข์,หนองสังข์,0,0,0,Nakhon Phanom,Na Kae,Nong Sang
2013-05-01,801906,นครศรีธรรมราช,จุฬาภรณ์,สามตำบล,สำนักไม้เรียบ,0,0,0,Nakhon Si Thammarat,Chulabhorn,Sam Tambon
2013-05-01,480403,นครพนม,บ้านแพง,โพนทอง,นาดีหัวภู,0,0,0,Nakhon Phanom,Ban Phaeng,Phon Thong
2013-05-01,480201,นครพนม,ปลาปาก,ปลาปาก,วังสิม,0,0,0,Nakhon Phanom,Pla Pak,Pla Pak
2013-05-01,480206,นครพนม,ปลาปาก,มหาชัย,ดอนกลาง,0,0,0,Nakhon Phanom,Pla Pak,Mahachai
2013-05-01,480604,นครพนม,เรณูนคร,นางาม,นายอ,0,0,0,Nakhon Phanom,Renu Nakhon,Na Ngam
2013-05-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,วังอ่าง,16,2.9,37,Nakhon Si Thammarat,Cha-uat,Wang Ang
2013-05-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,บนควน,22,4.96,34,Nakhon Si Thammarat,Thung Song,Thi Wang
2013-05-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,บางขัน,7.5,3.04,17.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2013-05-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ควนประ,7.5,3.66,22.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2013-05-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,สมสรร,10,4.65,30,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2013-05-01,801703,นครศรีธรรมราช,บางขัน,วังหิน,วังหิน,5,3,20,Nakhon Si Thammarat,Bang Khan,Wang Hin
2013-05-01,801703,นครศรีธรรมราช,บางขัน,วังหิน,ทุ่งทับควาย,10,5.02,32.5,Nakhon Si Thammarat,Bang Khan,Wang Hin
2013-05-01,802002,นครศรีธรรมราช,พระพรหม,นาสาร,หนองเข้,8,2.65,16,Nakhon Si Thammarat,Phra Phrom,Na San
2013-05-01,800121,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,อ่างสำโรง,18,6.09,54,Nakhon Si Thammarat,Mueang Nakhon Si Thammarat,Tha Sak
2013-05-01,800304,นครศรีธรรมราช,ลานสกา,กำโลน,คีรีวง,10,1.79,13.33,Nakhon Si Thammarat,Lan Saka,Kamlon
2013-05-01,800304,นครศรีธรรมราช,ลานสกา,กำโลน,วังไทร,6.67,0.96,6.67,Nakhon Si Thammarat,Lan Saka,Kamlon
2013-05-01,770604,ประจวบคีรีขันธ์,ปราณบุรี,ปากน้ำปราณ,สุขสวัสดิ์,0,0,0,Prachuap Khiri Khan,Pran Buri,Pak Nam Pran
2013-05-01,770608,ประจวบคีรีขันธ์,ปราณบุรี,วังก์พง,วังก์พง,23.33,8.51,53.33,Prachuap Khiri Khan,Pran Buri,Wang Phong
2013-05-01,250214,ปราจีนบุรี,กบินทร์บุรี,วังท่าช้าง,วังท่าช้าง,12.61,3.48,20.17,Prachin Buri,Kabin Buri,Wang Tha Chang
2013-05-01,250304,ปราจีนบุรี,นาดี,ทุ่งโพธิ์,ทุ่งโพธิ์,13.11,3.97,19.67,Prachin Buri,Na Di,Thung Pho
2013-05-01,801406,นครศรีธรรมราช,สิชล,สีขีด,เขาพับผ่า,40,3.23,20,Nakhon Si Thammarat,Sichon,Si Khit
2013-05-01,801406,นครศรีธรรมราช,สิชล,สีขีด,เขาพับผ่า,2.5,0.4,2.5,Nakhon Si Thammarat,Sichon,Si Khit
2013-05-01,801406,นครศรีธรรมราช,สิชล,สีขีด,เขาพับผ่า,5,0.53,5,Nakhon Si Thammarat,Sichon,Si Khit
2013-05-01,760615,เพชรบุรี,บ้านลาด,ห้วยข้อง,ห้วยข้อง,20,4.11,30,Phetchaburi,Ban Lat,Huai Khong
2013-05-01,760615,เพชรบุรี,บ้านลาด,ห้วยข้อง,เหียงค้อม,0,1.79,20,Phetchaburi,Ban Lat,Huai Khong
2013-05-01,760615,เพชรบุรี,บ้านลาด,ห้วยข้อง,หนองโสน,10,0.76,10,Phetchaburi,Ban Lat,Huai Khong
2013-05-01,490506,มุกดาหาร,คำชะอี,บ้านค้อ,โคก,0,0,0,Mukdahan,Khamcha-i,Ban Kho
2013-05-01,801406,นครศรีธรรมราช,สิชล,สีขีด,เขาพับผ่า,15,7.36,30,Nakhon Si Thammarat,Sichon,Si Khit
2013-05-01,490505,มุกดาหาร,คำชะอี,หนองเอี่ยน,หนองบง,0,0,0,Mukdahan,Khamcha-i,Nong Ian
2013-05-01,490405,มุกดาหาร,ดงหลวง,ชะโนดน้อย,หนองยาง,0,0,0,Mukdahan,Don Tan,Chanot Noi
2013-05-01,490402,มุกดาหาร,ดงหลวง,หนองบัว,เหล่าดง,0,0,0,Mukdahan,Don Tan,Nong Bua
2013-05-01,490110,มุกดาหาร,เมืองมุกดาหาร,คำอาฮวน,โนนสะอาด,0,0,0,Mukdahan,Mueang Mukdahan,Kham A Huan
2013-05-01,490111,มุกดาหาร,เมืองมุกดาหาร,ดงเย็น,สามขัว,0,0,0,Mukdahan,Mueang Mukdahan,Dong Yen
2013-05-01,490105,มุกดาหาร,เมืองมุกดาหาร,โพนทราย,ป่งเป้า,0,0,0,Mukdahan,Mueang Mukdahan,Phon Sai
2013-05-01,490105,มุกดาหาร,เมืองมุกดาหาร,โพนทราย,ป่งเป้า,0,0,0,Mukdahan,Mueang Mukdahan,Phon Sai
2013-05-01,210507,ระยอง,บ้านค่าย,ชากบก,ชากบก,17,0,0,Rayong,Ban Khai,Chak Bok
2013-05-01,700410,ราชบุรี,ดำเนินสะดวก,สี่หมื่น,สี่หมื่น,0,0,0,Ratchaburi,Damnoen Saduak,Si Muen
2013-05-01,700606,ราชบุรี,บางแพ,ดอนคา,ดอนคา,16,3.32,25,Ratchaburi,Bang Phae,Don Kha
2013-05-01,700507,ราชบุรี,บ้านโป่ง,ดอนกระเบื้อง,ดอนกระเบื้อง,0,0,0,Ratchaburi,Ban Pong,Don Krabueang
2013-05-01,700507,ราชบุรี,บ้านโป่ง,ดอนกระเบื้อง,ดอนกระเบื้อง,0,0,0,Ratchaburi,Ban Pong,Don Krabueang
2013-05-01,700507,ราชบุรี,บ้านโป่ง,ดอนกระเบื้อง,ดอนกระเบื้อง,10,1.59,10,Ratchaburi,Ban Pong,Don Krabueang
2013-05-01,700510,ราชบุรี,บ้านโป่ง,บ้านม่วง,บ้านม่วง,6,2.18,14,Ratchaburi,Ban Pong,Ban Muang
2013-05-01,700510,ราชบุรี,บ้านโป่ง,บ้านม่วง,วังมะนาว,0,0,0,Ratchaburi,Ban Pong,Ban Muang
2013-05-01,700510,ราชบุรี,บ้านโป่ง,บ้านม่วง,วังมะนาว,0,0,0,Ratchaburi,Ban Pong,Ban Muang
2013-05-01,700510,ราชบุรี,บ้านโป่ง,บ้านม่วง,วังมะนาว,10,0.83,10,Ratchaburi,Ban Pong,Ban Muang
2013-05-01,700710,ราชบุรี,โพธาราม,คลองข่อย,คลองข่อย,1,0.15,1,Ratchaburi,Photharam,Khlong Khoi
2013-05-01,700112,ราชบุรี,เมืองราชบุรี,น้ำพุ,น้ำพุ,2,0.26,2,Ratchaburi,Mueang Ratchaburi,Namphu
2013-05-01,510702,ลำพูน,บ้านธิ,ห้วยยาบ,ห้วยยาบ,6.67,1.55,6.67,Lamphun,Ban Thi,Huai Yap
2013-05-01,760611,เพชรบุรี,บ้านลาด,สะพานไกร,สะพานไกร,0,0,0,Phetchaburi,Ban Lat,Sapan Krai
2013-05-01,760611,เพชรบุรี,บ้านลาด,สะพานไกร,สะพานไกร,20,10.71,60,Phetchaburi,Ban Lat,Sapan Krai
2013-05-01,750202,สมุทรสงคราม,บางคนที,บางสะแก,บางสะแก,10,0.81,10,Samut Songkhram,Bang Khonthi,Bang Sakae
2013-05-01,750202,สมุทรสงคราม,บางคนที,บางสะแก,บางสะแก,0,0,0,Samut Songkhram,Bang Khonthi,Bang Sakae
2013-05-01,750202,สมุทรสงคราม,บางคนที,บางสะแก,คลองชื่อ,20,5.41,20,Samut Songkhram,Bang Khonthi,Bang Sakae
2013-05-01,750204,สมุทรสงคราม,บางคนที,โรงหีบ,โรงหีบ,0,0,0,Samut Songkhram,Bang Khonthi,Rong Hip
2013-05-01,750204,สมุทรสงคราม,บางคนที,โรงหีบ,โรงหีบ,0,0,0,Samut Songkhram,Bang Khonthi,Rong Hip
2013-05-01,750204,สมุทรสงคราม,บางคนที,โรงหีบ,คลองวัดกลางเหนือ,0,0,0,Samut Songkhram,Bang Khonthi,Rong Hip
2013-05-01,760611,เพชรบุรี,บ้านลาด,สะพานไกร,ห้วยหลวง,0,0,0,Phetchaburi,Ban Lat,Sapan Krai
2013-04-01,810701,กระบี่,ลำทับ,ลำทับ,นาพรุ,0,0,0,Krabi,Lam Thap,Lam Thap
2013-04-01,710610,กาญจนบุรี,ท่าม่วง,พังตรุ,หนองหม้อแกง,13.33,3.69,26.67,Kanchanaburi,Tha Muang,Phang Tru
2013-04-01,800304,นครศรีธรรมราช,ลานสกา,กำโลน,คีรีวง,6.67,1.4,10,Nakhon Si Thammarat,Lan Saka,Kamlon
2013-04-01,800304,นครศรีธรรมราช,ลานสกา,กำโลน,วังไทร,6.67,2.45,16.67,Nakhon Si Thammarat,Lan Saka,Kamlon
2013-04-01,770304,ประจวบคีรีขันธ์,ทับสะแก,เขาล้าน,พุตะแบก,20,4.55,43.33,Prachuap Khiri Khan,Thap Sakae,Khao Lan
2013-04-01,760505,เพชรบุรี,ท่ายาง,มาบปลาเค้า,มาบปลาเค้า,50,13.33,60,Phetchaburi,Tha Yang,Map Pla Khao
2013-04-01,760505,เพชรบุรี,ท่ายาง,มาบปลาเค้า,มาบปลาเค้า,60,13.21,70,Phetchaburi,Tha Yang,Map Pla Khao
2013-04-01,760505,เพชรบุรี,ท่ายาง,มาบปลาเค้า,ตาลกง,40,16.67,60,Phetchaburi,Tha Yang,Map Pla Khao
2013-04-01,750303,สมุทรสงคราม,อัมพวา,ท่าคา,ท่าคา,30,4.05,30,Samut Songkhram,Amphawa,Tha Kha
2013-04-01,750303,สมุทรสงคราม,อัมพวา,ท่าคา,ท่าคา,0,0,0,Samut Songkhram,Amphawa,Tha Kha
2013-04-01,750303,สมุทรสงคราม,อัมพวา,ท่าคา,ท่าคา,30,4.55,30,Samut Songkhram,Amphawa,Tha Kha
2013-04-01,750305,สมุทรสงคราม,อัมพวา,เหมืองใหม่,เหมืองใหม่,30,3.19,30,Samut Songkhram,Amphawa,Mueang Mai
2013-04-01,750305,สมุทรสงคราม,อัมพวา,เหมืองใหม่,ปลายคลองเหมืองใหม่,50,8.45,60,Samut Songkhram,Amphawa,Mueang Mai
2013-04-01,750305,สมุทรสงคราม,อัมพวา,เหมืองใหม่,ปลายคลองชนาง,30,4.21,40,Samut Songkhram,Amphawa,Mueang Mai
2013-04-01,720710,สุพรรณบุรี,สองพี่น้อง,ต้นตาล,แม่พระประจักษ์,3.33,0.59,3.33,Suphan Buri,Song Phi Nong,Ton Tan
2013-04-01,840213,สุราษฎร์ธานี,กาญจนดิษฐ์,คลองสระ,ม่วงลีบ,23.33,6.15,26.67,Surat Thani,Kanchanadit,Khlong Sa
2013-04-01,840213,สุราษฎร์ธานี,กาญจนดิษฐ์,คลองสระ,ม่วงลีบ,23.33,6.15,26.67,Surat Thani,Kanchanadit,Khlong Sa
2013-04-01,840201,สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,ท่าทองใหม่,26.67,8.4,36.67,Surat Thani,Kanchanadit,Tha Thong Mai
2013-04-01,840201,สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,ท่าทองใหม่,26.67,8.4,36.67,Surat Thani,Kanchanadit,Tha Thong Mai
2013-03-01,810404,กระบี่,คลองท่อม,ทรายขาว,ห้วยลึก,24.56,7.97,38.6,Krabi,Khlong Thom,Sai Khao
2013-03-01,810117,กระบี่,เมืองกระบี่,หนองทะเล,เกาะกวาง,24.56,7.53,43.86,Krabi,Mueang Krabi,Nong Thale
2013-03-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ในไร่,31.25,5.89,57.81,Nakhon Si Thammarat,Chawang,Na Wae
2013-03-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ควนดินแดง,10,1.97,22.5,Nakhon Si Thammarat,Cha-uat,Ko Khan
2013-03-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ห้วยปรง,5,1.34,12.5,Nakhon Si Thammarat,Cha-uat,Ko Khan
2013-03-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ทุ่งใหญ่,7.5,1.66,17.5,Nakhon Si Thammarat,Cha-uat,Ko Khan
2013-03-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,บ้านตูล,10,3.7,25,Nakhon Si Thammarat,Cha-uat,Ban Tun
2013-03-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,ตูล,10,4.18,32.5,Nakhon Si Thammarat,Cha-uat,Ban Tun
2013-03-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,ควนเงิน,10,3.64,27.5,Nakhon Si Thammarat,Cha-uat,Ban Tun
2013-03-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,กุมแป,7.5,2.71,20,Nakhon Si Thammarat,Cha-uat,Ban Tun
2013-03-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,วังกลม,7.5,2.23,15,Nakhon Si Thammarat,Cha-uat,Ban Tun
2013-03-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองบัว,50.63,16.43,164.56,Nakhon Si Thammarat,Cha-uat,Wang Ang
2013-03-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ที่วัง,28,5.79,34,Nakhon Si Thammarat,Thung Song,Thi Wang
2013-03-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ก้างปลา,0,0,0,Nakhon Si Thammarat,Thung Song,Thi Wang
2013-03-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ก้างปลา,61.54,9.01,76.92,Nakhon Si Thammarat,Thung Song,Thi Wang
2013-03-01,801106,นครศรีธรรมราช,ทุ่งใหญ่,บางรูป,บางรูป,71.43,21.65,150,Nakhon Si Thammarat,Thung Yai,Bang Rup
2013-03-01,802002,นครศรีธรรมราช,พระพรหม,นาสาร,มะม่วงตลอด,53.06,17.74,202.04,Nakhon Si Thammarat,Phra Phrom,Na San
2013-03-01,802002,นครศรีธรรมราช,พระพรหม,นาสาร,ห้วยพระ,40.54,13.67,110.81,Nakhon Si Thammarat,Phra Phrom,Na San
2013-03-01,800121,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,สว่าง,42.11,9.67,84.21,Nakhon Si Thammarat,Mueang Nakhon Si Thammarat,Tha Sak
2013-03-01,800121,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,คงคาเลียบ,51.72,8.46,75.86,Nakhon Si Thammarat,Mueang Nakhon Si Thammarat,Tha Sak
2013-03-01,800121,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,อ่างสำโรง,26.32,3.65,39.47,Nakhon Si Thammarat,Mueang Nakhon Si Thammarat,Tha Sak
2013-03-01,801409,นครศรีธรรมราช,สิชล,ทุ่งใส,ทุ่งใส,25,3.72,35,Nakhon Si Thammarat,Sichon,Thung Sai
2013-03-01,801409,นครศรีธรรมราช,สิชล,ทุ่งใส,เขาเหลง,20,2.79,25,Nakhon Si Thammarat,Sichon,Thung Sai
2013-02-01,810305,กระบี่,เกาะลันตา,ศาลาด่าน,ศาลาด่าน,7,2.4,7,Krabi,Ko Lanta,Sala Dan
2013-02-01,810404,กระบี่,คลองท่อม,ทรายขาว,ทรายขาว,9,2.79,9,Krabi,Khlong Thom,Sai Khao
2013-02-01,810117,กระบี่,เมืองกระบี่,หนองทะเล,หนองทะเล,14.71,2.53,17.65,Krabi,Mueang Krabi,Nong Thale
2013-02-01,710612,กาญจนบุรี,ท่าม่วง,รางสาลี่,สระกลอย,30,6.87,58,Kanchanaburi,Tha Muang,Rang Sali
2013-02-01,710613,กาญจนบุรี,ท่าม่วง,หนองตากยา,คอเขา,32,11.75,70,Kanchanaburi,Tha Muang,Nong Tak Ya
2013-02-01,710202,กาญจนบุรี,ไทรโยค,ท่าเสา,ท่าเสา,46,4.6,58,Kanchanaburi,Sai Yok,Tha Sao
2013-02-01,220801,จันทบุรี,แก่งหางแมว,แก่งหางแมว,โป่งขนมจีน,24,4.83,31,Chanthaburi,Kaeng Hang Maeo,Kaeng Hang Maeo
2013-02-01,220801,จันทบุรี,แก่งหางแมว,แก่งหางแมว,โป่งขนมจีน,24,4.83,31,Chanthaburi,Kaeng Hang Maeo,Kaeng Hang Maeo
2013-02-01,220401,จันทบุรี,โป่งน้ำร้อน,ทับไทร,ดงจิก,24,4.84,28,Chanthaburi,Pong Nam Ron,Thap Sai
2013-02-01,220702,จันทบุรี,สอยดาว,ทุ่งขนาน,หนองบอน,24,4.52,35,Chanthaburi,Soi Dao,Thung Khanan
2013-02-01,220702,จันทบุรี,สอยดาว,ทุ่งขนาน,หนองบอน,27,4.52,35,Chanthaburi,Soi Dao,Thung Khanan
2013-02-01,240104,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,คลองนา,คลองนา,17,5.34,21,Chachoengsao,Mueang Chachoengsao,Khlong Na
2013-02-01,240703,ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,ดงน้อย,40,9.86,68,Chachoengsao,Ratchasan,Dong Noi
2013-02-01,200618,ชลบุรี,พนัสนิคม,บ้านช้าง,สวนผัก,42.86,9.62,92.21,Chon Buri,Phanat Nikhom,Ban Chang
2013-02-01,200708,ชลบุรี,ศรีราชา,บ่อวิน,บ่อวิน,27,11.08,39,Chon Buri,Si Racha,Bo Win
2013-02-01,860205,ชุมพร,ท่าแซะ,รับร่อ,หาดใน,49.06,17.76,115.09,Chumphon,Tha Sae,Rap Ro
2013-02-01,860802,ชุมพร,ทุ่งตะโก,ทุ่งตะไคร,ทุ่งตะไคร,34.31,9.05,53.92,Chumphon,Thung Tako,Thung Takhrai
2013-02-01,860406,ชุมพร,หลังสวน,บ้านควน,บ้านควน,27.45,42.86,85.29,Chumphon,Lang Suan,Ban Khuan
2013-02-01,730205,นครปฐม,กำแพงแสน,ทุ่งขวาง,ทุ่งขวาง,31,8.12,62,Nakhon Pathom,Kamphaeng Saen,Thung Khwang
2013-02-01,730310,นครปฐม,นครชัยศรี,บางระกำ,บางระกำ,42,9.28,64,Nakhon Pathom,Nakhon Chai Si,Bang Rakam
2013-02-01,730107,นครปฐม,เมืองนครปฐม,สนามจันทร์,สนามจันทร์,25,5.44,40,Nakhon Pathom,mueang Nakhon Pathom,Sanam Chan
2013-02-01,730611,นครปฐม,สามพราน,คลองใหม่,คลองใหม่,24,4.51,35,Nakhon Pathom,Sam Phran,Khlong Mai
2013-02-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,นาแว,18,2.79,18,Nakhon Si Thammarat,Chawang,Na Wae
2013-02-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,วังอ่าง,14,2.2,27,Nakhon Si Thammarat,Cha-uat,Wang Ang
2013-02-01,800913,นครศรีธรรมราช,ทุ่งสง,เขาขาว,สหกรณ์,32.5,13.47,82.5,Nakhon Si Thammarat,Thung Song,Khao Khao
2013-02-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ชายเขา,22.5,6.47,37.5,Nakhon Si Thammarat,Thung Song,Thi Wang
2013-02-01,800121,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าซัก,ท่าซัก,27,8.45,75,Nakhon Si Thammarat,Mueang Nakhon Si Thammarat,Tha Sak
