addrcode,date,cases
104203,2014-03-01,2
104203,2014-04-01,3
104203,2014-05-01,4
104203,2014-06-01,2
104203,2014-07-01,3
104203,2014-08-01,3
104203,2014-09-01,6
104203,2015-06-01,18
104203,2015-11-01,65
104203,2015-09-01,37
104203,2015-10-01,35
104203,2015-07-01,24
104203,2015-12-01,40
104203,2015-05-01,15
104203,2015-03-01,1
104203,2015-01-01,4
104203,2015-08-01,33
104203,2015-02-01,2
104203,2016-01-01,7
104203,2016-06-01,2
104203,2016-03-01,3
104203,2016-08-01,6
104203,2016-09-01,2
104203,2016-10-01,7
104203,2016-07-01,4
104203,2016-11-01,3
104203,2016-12-01,2
104203,2016-02-01,6
104203,2017-11-01,14
104203,2017-04-01,1
104203,2017-08-01,6
104203,2017-09-01,4
104203,2017-01-01,4
104203,2017-10-01,10
104203,2017-07-01,9
104203,2017-12-01,5
104203,2017-06-01,4
104203,2017-05-01,1
104203,2017-03-01,1
104203,2018-01-01,5
104203,2018-04-01,1
104203,2018-02-01,1
104203,2018-05-01,1
104301,2014-10-01,5
104301,2014-11-01,8
104301,2014-12-01,4
104301,2014-01-01,3
104301,2014-02-01,3
104301,2014-03-01,1
104301,2014-04-01,3
104301,2014-05-01,4
104301,2014-07-01,5
104301,2014-08-01,1
104301,2014-09-01,3
104301,2015-11-01,41
104301,2015-08-01,23
104301,2015-09-01,22
104301,2015-10-01,14
104301,2015-12-01,22
104301,2015-05-01,3
104301,2015-06-01,5
104301,2015-01-01,6
104301,2015-07-01,15
104301,2015-03-01,3
104301,2015-04-01,1
104301,2015-02-01,1
104301,2016-09-01,10
104301,2016-04-01,1
104301,2016-01-01,27
104301,2016-08-01,22
104301,2016-11-01,16
104301,2016-02-01,8
104301,2016-12-01,6
104301,2016-07-01,5
104301,2016-10-01,8
104301,2016-03-01,4
104301,2016-06-01,2
104301,2017-07-01,16
104301,2017-02-01,5
104301,2017-06-01,5
104301,2017-08-01,20
104301,2017-09-01,19
104301,2017-10-01,17
104301,2017-01-01,8
104301,2017-12-01,9
104301,2017-03-01,3
104301,2017-05-01,3
104301,2017-11-01,15
104301,2017-04-01,1
104301,2018-03-01,8
104301,2018-02-01,5
104301,2018-04-01,6
104301,2018-05-01,3
104301,2018-01-01,1
104302,2014-10-01,1
104302,2014-11-01,2
104302,2014-12-01,2
104302,2014-02-01,2
104302,2014-05-01,1
104302,2014-07-01,3
104302,2014-08-01,4
104302,2014-09-01,3
104302,2015-11-01,18
104302,2015-12-01,10
104302,2015-10-01,2
104302,2015-09-01,1
104302,2015-06-01,2
104302,2015-03-01,1
104302,2015-07-01,4
104302,2015-05-01,2
104302,2015-08-01,1
104302,2016-08-01,5
104302,2016-02-01,4
104302,2016-01-01,6
104302,2016-10-01,7
104302,2016-09-01,7
104302,2016-12-01,4
104302,2016-11-01,5
104302,2017-07-01,3
104302,2017-09-01,6
104302,2017-02-01,2
104302,2017-08-01,4
104302,2017-06-01,2
104302,2017-10-01,6
104302,2017-04-01,2
104302,2017-12-01,3
104302,2017-01-01,1
104302,2017-05-01,2
104302,2017-11-01,3
104302,2018-01-01,3
104302,2018-02-01,3
104302,2018-05-01,1
104302,2018-04-01,1
104401,2014-10-01,8
104401,2014-11-01,16
104401,2014-12-01,7
104401,2014-01-01,4
104401,2014-02-01,3
104401,2014-03-01,5
104401,2014-04-01,2
104401,2014-05-01,3
104401,2014-06-01,5
104401,2014-07-01,14
104401,2014-08-01,11
104401,2014-09-01,10
104401,2015-11-01,142
104401,2015-07-01,54
104401,2015-10-01,91
104401,2015-06-01,32
104401,2015-09-01,97
104401,2015-05-01,29
104401,2015-08-01,107
104401,2015-12-01,40
104401,2015-04-01,5
104401,2015-03-01,4
104401,2015-02-01,4
104401,2015-01-01,14
104401,2016-08-01,15
104401,2016-07-01,11
104401,2016-11-01,10
104401,2016-01-01,31
104401,2016-10-01,15
104401,2016-09-01,13
104401,2016-12-01,15
104401,2016-06-01,2
104401,2016-02-01,16
104401,2016-04-01,3
104401,2016-05-01,3
104401,2016-03-01,9
104401,2017-10-01,26
104401,2017-07-01,35
104401,2017-08-01,33
104401,2017-09-01,21
104401,2017-06-01,15
104401,2017-05-01,6
104401,2017-11-01,24
104401,2017-04-01,3
104401,2017-12-01,7
104401,2017-01-01,6
104401,2017-03-01,2
104401,2017-02-01,2
104401,2018-05-01,8
104401,2018-04-01,12
104401,2018-02-01,10
104401,2018-03-01,17
104401,2018-01-01,7
104501,2014-10-01,4
104501,2014-11-01,5
104501,2014-12-01,2
104501,2014-01-01,2
104501,2014-02-01,5
104501,2014-03-01,2
104501,2014-05-01,3
104501,2014-06-01,4
104501,2014-07-01,3
104501,2014-08-01,3
104501,2014-09-01,9
104501,2015-11-01,175
104501,2015-12-01,54
104501,2015-10-01,70
104501,2015-07-01,16
104501,2015-08-01,20
104501,2015-09-01,35
104501,2015-06-01,13
104501,2015-01-01,5
104501,2015-05-01,8
104501,2015-02-01,6
104501,2015-04-01,3
104501,2015-03-01,2
104501,2016-01-01,7
104501,2016-11-01,12
104501,2016-05-01,2
104501,2016-10-01,2
104501,2016-08-01,8
104501,2016-09-01,6
104501,2016-02-01,7
104501,2016-12-01,8
104501,2016-04-01,2
104501,2016-03-01,4
104501,2016-06-01,3
104501,2016-07-01,2
104501,2017-11-01,20
104501,2017-10-01,20
104501,2017-09-01,20
104501,2017-06-01,15
104501,2017-08-01,26
104501,2017-07-01,32
104501,2017-02-01,4
104501,2017-01-01,6
104501,2017-12-01,9
104501,2017-05-01,2
104501,2018-05-01,1
104501,2018-04-01,5
104501,2018-01-01,2
104501,2018-02-01,5
104502,2014-11-01,1
104502,2014-03-01,1
104502,2014-04-01,1
104502,2014-05-01,3
104502,2014-07-01,1
104502,2014-08-01,1
104502,2015-11-01,13
104502,2015-12-01,9
104502,2015-10-01,5
104502,2015-05-01,2
104502,2015-09-01,8
104502,2015-07-01,4
104502,2015-04-01,1
104502,2015-08-01,1
104502,2015-06-01,1
104502,2015-01-01,1
104502,2016-12-01,2
104502,2016-02-01,2
104502,2016-07-01,1
104502,2016-01-01,5
104502,2016-09-01,2
104502,2016-03-01,1
104502,2016-11-01,2
104502,2016-08-01,1
104502,2017-09-01,5
104502,2017-12-01,2
104502,2017-10-01,1
104502,2017-02-01,1
104502,2017-06-01,1
104502,2018-02-01,3
104502,2018-01-01,2
104502,2018-04-01,1
104502,2018-03-01,1
104503,2014-10-01,4
104503,2014-11-01,4
104503,2014-12-01,1
104503,2014-01-01,3
104503,2014-05-01,1
104503,2014-07-01,2
104503,2015-11-01,50
104503,2015-12-01,27
104503,2015-10-01,25
104503,2015-09-01,10
104503,2015-01-01,4
104503,2015-07-01,11
104503,2015-08-01,10
104503,2015-04-01,1
104503,2015-06-01,3
104503,2015-02-01,1
104503,2015-05-01,1
104503,2016-08-01,4
104503,2016-12-01,6
104503,2016-10-01,4
104503,2016-06-01,1
104503,2016-11-01,11
104503,2016-02-01,2
104503,2016-01-01,6
104503,2016-04-01,2
104503,2016-05-01,1
104503,2016-03-01,2
104503,2016-09-01,1
104503,2016-07-01,1
104503,2017-07-01,5
104503,2017-01-01,2
104503,2017-04-01,1
104503,2017-06-01,4
104503,2017-09-01,6
104503,2017-10-01,2
104503,2017-08-01,6
104503,2017-11-01,6
104503,2017-05-01,1
104503,2018-01-01,4
104503,2018-03-01,2
104503,2018-02-01,1
104503,2018-04-01,1
104504,2014-10-01,6
104504,2014-11-01,7
104504,2014-12-01,4
104504,2014-02-01,2
104504,2014-05-01,1
104504,2014-07-01,14
104504,2014-08-01,13
104504,2014-09-01,8
104504,2015-10-01,23
104504,2015-11-01,44
104504,2015-12-01,24
104504,2015-08-01,20
104504,2015-09-01,21
104504,2015-06-01,10
104504,2015-07-01,14
104504,2015-03-01,9
104504,2015-05-01,9
104504,2015-04-01,3
104504,2015-01-01,3
104504,2015-02-01,1
104504,2016-07-01,4
104504,2016-11-01,14
104504,2016-08-01,6
104504,2016-09-01,9
104504,2016-10-01,7
104504,2016-01-01,14
104504,2016-02-01,2
104504,2016-12-01,4
104504,2016-03-01,2
104504,2016-06-01,1
104504,2017-08-01,17
104504,2017-01-01,3
104504,2017-04-01,1
104504,2017-06-01,14
104504,2017-03-01,5
104504,2017-07-01,21
104504,2017-11-01,6
104504,2017-09-01,10
104504,2017-05-01,3
104504,2017-10-01,3
104504,2017-12-01,2
104504,2018-04-01,3
104504,2018-03-01,2
104504,2018-01-01,2
104504,2018-05-01,2
104601,2014-10-01,4
104601,2014-11-01,3
104601,2014-01-01,3
104601,2014-02-01,3
104601,2014-04-01,1
104601,2014-07-01,3
104601,2014-08-01,4
104601,2014-09-01,6
104601,2015-09-01,20
104601,2015-12-01,21
104601,2015-11-01,39
104601,2015-10-01,21
104601,2015-08-01,9
104601,2015-05-01,5
104601,2015-07-01,4
104601,2015-04-01,2
104601,2015-06-01,1
104601,2016-01-01,10
104601,2016-06-01,2
104601,2016-11-01,5
104601,2016-04-01,4
104601,2016-07-01,3
104601,2016-08-01,3
104601,2016-02-01,5
104601,2016-12-01,2
104601,2016-03-01,1
104601,2016-10-01,3
104601,2016-09-01,1
104601,2017-07-01,18
104601,2017-09-01,22
104601,2017-11-01,21
104601,2017-08-01,24
104601,2017-01-01,5
104601,2017-10-01,25
104601,2017-12-01,12
104601,2017-06-01,3
104601,2017-03-01,1
104601,2017-02-01,2
104601,2017-05-01,1
104601,2018-02-01,1
104601,2018-01-01,1
104601,2018-04-01,5
104601,2018-03-01,3
104601,2018-05-01,1
104602,2014-11-01,1
104602,2014-12-01,1
104602,2014-01-01,1
104602,2014-02-01,2
104602,2014-06-01,1
104602,2014-07-01,1
104602,2014-08-01,3
104602,2014-09-01,2
104602,2015-09-01,15
104602,2015-08-01,7
104602,2015-11-01,26
104602,2015-05-01,2
104602,2015-12-01,5
104602,2015-10-01,9
104602,2015-06-01,1
104602,2015-07-01,3
104602,2015-01-01,1
104602,2016-03-01,4
104602,2016-01-01,1
104602,2016-02-01,3
104602,2016-08-01,1
104602,2016-11-01,2
104602,2016-10-01,1
104602,2016-12-01,1
104602,2016-07-01,1
104602,2017-09-01,4
104602,2017-10-01,9
104602,2017-07-01,6
104602,2017-08-01,4
104602,2017-11-01,5
104602,2017-03-01,1
104602,2017-01-01,1
104602,2017-02-01,1
104602,2017-12-01,2
104602,2017-06-01,1
104602,2018-03-01,2
104602,2018-01-01,2
104602,2018-04-01,4
104602,2018-02-01,1
104603,2014-10-01,2
104603,2014-11-01,3
104603,2014-01-01,1
104603,2014-02-01,2
104603,2014-03-01,3
104603,2014-04-01,1
104603,2014-05-01,1
104603,2014-07-01,4
104603,2014-08-01,7
104603,2014-09-01,10
104603,2015-10-01,26
104603,2015-11-01,46
104603,2015-05-01,4
104603,2015-12-01,29
104603,2015-08-01,29
104603,2015-09-01,28
104603,2015-07-01,17
104603,2015-01-01,2
104603,2015-04-01,1
104603,2015-06-01,3
104603,2015-03-01,3
104603,2015-02-01,1
104603,2016-12-01,5
104603,2016-01-01,17
104603,2016-03-01,4
104603,2016-07-01,1
104603,2016-08-01,4
104603,2016-02-01,7
104603,2016-10-01,4
104603,2016-04-01,2
104603,2016-06-01,2
104603,2016-09-01,5
104603,2016-11-01,9
104603,2017-09-01,34
104603,2017-08-01,23
104603,2017-07-01,16
104603,2017-10-01,22
104603,2017-05-01,7
104603,2017-12-01,13
104603,2017-04-01,4
104603,2017-11-01,22
104603,2017-01-01,9
104603,2017-06-01,7
104603,2017-03-01,2
104603,2018-03-01,2
104603,2018-02-01,4
104603,2018-01-01,6
104603,2018-05-01,1
104603,2018-04-01,1
104604,2014-07-01,2
104604,2014-08-01,1
104604,2015-11-01,1
104604,2015-10-01,5
104604,2015-09-01,9
104604,2015-12-01,6
104604,2015-07-01,3
104604,2015-08-01,5
104604,2015-03-01,3
104604,2015-02-01,1
104604,2015-05-01,1
104604,2015-06-01,1
104604,2016-07-01,5
104604,2016-03-01,2
104604,2016-04-01,1
104604,2016-06-01,1
104604,2016-08-01,5
104604,2016-01-01,3
104604,2016-12-01,1
104604,2016-09-01,1
104604,2016-10-01,2
104604,2016-05-01,1
104604,2016-02-01,2
104604,2017-10-01,5
104604,2017-09-01,4
104604,2017-07-01,1
104604,2017-11-01,3
104604,2017-05-01,1
104604,2017-08-01,3
104604,2017-12-01,2
104604,2017-01-01,1
104604,2017-06-01,2
104604,2018-04-01,1
104604,2018-02-01,1
104604,2018-03-01,1
104605,2014-10-01,1
104605,2014-11-01,1
104605,2014-12-01,1
104605,2014-02-01,1
104605,2014-06-01,3
104605,2014-09-01,5
104605,2015-06-01,8
104605,2015-01-01,1
104605,2015-07-01,5
104605,2015-03-01,4
104605,2015-09-01,7
104605,2015-08-01,6
104605,2015-02-01,2
104605,2015-05-01,3
104605,2015-10-01,4
104605,2015-11-01,4
104605,2015-12-01,1
104605,2016-09-01,1
104605,2016-08-01,1
104605,2016-05-01,1
104605,2016-01-01,2
104605,2016-04-01,1
104605,2016-07-01,1
104605,2016-11-01,1
104605,2017-08-01,8
104605,2017-11-01,3
104605,2017-07-01,5
104605,2017-09-01,5
104605,2017-10-01,2
104605,2017-06-01,2
104605,2017-12-01,3
104605,2018-01-01,3
104605,2018-04-01,5
104605,2018-02-01,1
104605,2018-03-01,2
104701,2014-10-01,21
104701,2014-11-01,12
104701,2014-12-01,10
104701,2014-01-01,7
104701,2014-02-01,2
104701,2014-03-01,7
104701,2014-04-01,4
104701,2014-05-01,7
104701,2014-06-01,6
104701,2014-07-01,10
104701,2014-08-01,10
104701,2014-09-01,15
104701,2015-10-01,58
104701,2015-04-01,14
104701,2015-05-01,39
104701,2015-11-01,108
104701,2015-09-01,40
104701,2015-08-01,41
104701,2015-12-01,34
104701,2015-06-01,17
104701,2015-07-01,20
104701,2015-03-01,14
104701,2015-01-01,10
104701,2015-02-01,7
104701,2016-10-01,16
104701,2016-04-01,8
104701,2016-07-01,14
104701,2016-08-01,16
104701,2016-11-01,12
104701,2016-12-01,10
104701,2016-03-01,11
104701,2016-05-01,3
104701,2016-02-01,14
104701,2016-01-01,29
104701,2016-09-01,6
104701,2016-06-01,2
104701,2017-08-01,14
104701,2017-07-01,7
104701,2017-01-01,4
104701,2017-10-01,10
104701,2017-11-01,11
104701,2017-09-01,8
104701,2017-02-01,3
104701,2017-06-01,7
104701,2017-04-01,5
104701,2017-03-01,3
104701,2017-12-01,2
104701,2017-05-01,7
104701,2018-03-01,5
104701,2018-05-01,10
104701,2018-01-01,7
104701,2018-04-01,8
104701,2018-02-01,1
104801,2014-10-01,2
104801,2014-11-01,3
104801,2014-12-01,2
104801,2014-01-01,1
104801,2014-02-01,1
104801,2014-05-01,1
104801,2014-07-01,2
104801,2014-09-01,1
104801,2015-05-01,3
104801,2015-11-01,22
104801,2015-12-01,7
104801,2015-10-01,8
104801,2015-06-01,7
104801,2015-01-01,5
104801,2015-08-01,23
104801,2015-07-01,7
104801,2015-02-01,2
104801,2015-09-01,7
104801,2015-03-01,2
104801,2015-04-01,1
104801,2016-03-01,2
104801,2016-08-01,2
104801,2016-02-01,5
104801,2016-12-01,1
104801,2016-01-01,5
104801,2016-07-01,1
104801,2016-09-01,1
104801,2017-07-01,12
104801,2017-08-01,17
104801,2017-10-01,5
104801,2017-12-01,6
104801,2017-03-01,1
104801,2017-09-01,4
104801,2017-11-01,5
104801,2017-01-01,2
104801,2018-05-01,1
104801,2018-03-01,2
104801,2018-01-01,7
104801,2018-02-01,2
104802,2014-10-01,6
104802,2014-11-01,8
104802,2014-12-01,2
104802,2014-01-01,4
104802,2014-02-01,2
104802,2014-03-01,1
104802,2014-06-01,2
104802,2014-07-01,2
104802,2014-08-01,1
104802,2014-09-01,4
104802,2015-08-01,24
104802,2015-10-01,13
104802,2015-11-01,29
104802,2015-07-01,13
104802,2015-06-01,7
104802,2015-09-01,15
104802,2015-12-01,11
104802,2015-01-01,2
104802,2015-02-01,3
104802,2015-05-01,3
104802,2016-01-01,13
104802,2016-11-01,4
104802,2016-08-01,2
104802,2016-12-01,5
104802,2016-03-01,6
104802,2016-02-01,4
104802,2016-10-01,3
104802,2016-04-01,2
104802,2016-07-01,1
104802,2017-07-01,16
104802,2017-10-01,10
104802,2017-09-01,14
104802,2017-12-01,14
104802,2017-11-01,8
104802,2017-03-01,3
104802,2017-01-01,3
104802,2017-06-01,3
104802,2017-08-01,17
104802,2017-05-01,1
104802,2017-02-01,1
104802,2018-03-01,2
104802,2018-04-01,1
104802,2018-01-01,4
104802,2018-02-01,2
104802,2018-05-01,1
104901,2014-10-01,3
104901,2014-11-01,6
104901,2014-12-01,3
104901,2014-01-01,12
104901,2014-02-01,4
104901,2014-03-01,1
104901,2014-04-01,1
104901,2014-05-01,2
104901,2014-06-01,3
104901,2014-07-01,3
104901,2014-08-01,1
104901,2014-09-01,3
104901,2015-11-01,83
104901,2015-09-01,30
104901,2015-10-01,36
104901,2015-02-01,7
104901,2015-08-01,16
104901,2015-12-01,24
104901,2015-06-01,5
104901,2015-01-01,7
104901,2015-03-01,2
104901,2015-07-01,10
104901,2015-04-01,4
104901,2015-05-01,5
104901,2016-04-01,6
104901,2016-06-01,1
104901,2016-09-01,5
104901,2016-11-01,4
104901,2016-03-01,3
104901,2016-08-01,5
104901,2016-05-01,3
104901,2016-01-01,17
104901,2016-02-01,12
104901,2016-10-01,3
104901,2016-12-01,4
104901,2017-12-01,9
104901,2017-07-01,6
104901,2017-11-01,12
104901,2017-08-01,3
104901,2017-10-01,5
104901,2017-01-01,5
104901,2017-09-01,3
104901,2017-04-01,5
104901,2017-02-01,2
104901,2017-03-01,2
104901,2017-06-01,3
104902,2014-10-01,8
104902,2014-11-01,12
104902,2014-12-01,10
104902,2014-01-01,8
104902,2014-02-01,2
104902,2014-03-01,5
104902,2014-04-01,3
104902,2014-05-01,2
104902,2014-06-01,1
104902,2014-07-01,3
104902,2014-08-01,2
104902,2014-09-01,7
104902,2015-09-01,17
104902,2015-11-01,51
104902,2015-05-01,9
104902,2015-12-01,26
104902,2015-07-01,17
104902,2015-10-01,42
104902,2015-04-01,9
104902,2015-01-01,6
104902,2015-02-01,6
104902,2015-03-01,8
104902,2015-08-01,14
104902,2015-06-01,3
104902,2016-12-01,2
104902,2016-09-01,1
104902,2016-10-01,5
104902,2016-01-01,16
104902,2016-11-01,4
104902,2016-03-01,8
104902,2016-08-01,2
104902,2016-02-01,6
104902,2016-07-01,2
104902,2016-04-01,2
104902,2017-04-01,6
104902,2017-05-01,2
104902,2017-03-01,6
104902,2017-07-01,6
104902,2017-11-01,8
104902,2017-09-01,9
104902,2017-06-01,5
104902,2017-01-01,5
104902,2017-02-01,4
104902,2017-10-01,5
104902,2017-12-01,3
104902,2017-08-01,2
104902,2018-05-01,3
104902,2018-03-01,11
104902,2018-02-01,9
104902,2018-04-01,6
104902,2018-01-01,4
105001,2014-10-01,11
105001,2014-11-01,18
105001,2014-12-01,10
105001,2014-01-01,8
105001,2014-02-01,5
105001,2014-03-01,2
105001,2014-04-01,1
105001,2014-05-01,1
105001,2014-06-01,2
105001,2014-08-01,5
105001,2014-09-01,14
105001,2015-09-01,49
105001,2015-11-01,269
105001,2015-12-01,93
105001,2015-01-01,18
105001,2015-07-01,31
105001,2015-06-01,18
105001,2015-10-01,101
105001,2015-08-01,46
105001,2015-05-01,10
105001,2015-03-01,9
105001,2015-02-01,13
105001,2015-04-01,7
105001,2016-01-01,60
105001,2016-10-01,7
105001,2016-02-01,18
105001,2016-11-01,7
105001,2016-09-01,5
105001,2016-12-01,10
105001,2016-07-01,2
105001,2016-08-01,5
105001,2016-03-01,6
105001,2016-04-01,3
105001,2016-06-01,2
105001,2017-09-01,15
105001,2017-02-01,7
105001,2017-06-01,18
105001,2017-08-01,28
105001,2017-12-01,28
105001,2017-11-01,23
105001,2017-01-01,13
105001,2017-07-01,27
105001,2017-04-01,8
105001,2017-10-01,7
105001,2017-03-01,3
105001,2017-05-01,3
105001,2018-03-01,9
105001,2018-01-01,13
105001,2018-02-01,7
105001,2018-04-01,5
105001,2018-05-01,2
800101,2014-09-01,6
800101,2014-11-01,15
800101,2014-01-01,3
800101,2014-06-01,6
800101,2014-10-01,10
800101,2014-05-01,1
800101,2014-07-01,2
800101,2014-08-01,3
800101,2014-12-01,2
800101,2015-10-01,9
800101,2015-09-01,5
800101,2015-06-01,3
800101,2015-11-01,10
800101,2015-02-01,4
800101,2015-12-01,17
800101,2015-08-01,1
800101,2015-07-01,3
800101,2015-03-01,4
800101,2015-01-01,4
800101,2015-04-01,2
800101,2016-11-01,9
800101,2016-08-01,6
800101,2016-12-01,5
800101,2016-09-01,13
800101,2016-10-01,16
800101,2016-02-01,10
800101,2016-05-01,1
800101,2016-01-01,13
800101,2016-07-01,4
800101,2016-03-01,3
800101,2016-04-01,3
800101,2016-06-01,1
800101,2017-05-01,23
800101,2017-01-01,18
800101,2017-06-01,26
800101,2017-12-01,20
800101,2017-10-01,17
800101,2017-02-01,29
800101,2017-08-01,16
800101,2017-11-01,25
800101,2017-07-01,12
800101,2017-04-01,18
800101,2017-03-01,15
800101,2017-09-01,18
800101,2018-02-01,14
800101,2018-05-01,5
800101,2018-04-01,6
800101,2018-03-01,13
800101,2018-01-01,17
800102,2014-11-01,6
800102,2014-09-01,3
800102,2014-10-01,4
800102,2014-12-01,2
800102,2015-10-01,2
800102,2015-06-01,1
800102,2015-11-01,1
800102,2015-12-01,2
800102,2015-01-01,5
800102,2015-09-01,1
800102,2016-12-01,9
800102,2016-11-01,5
800102,2016-09-01,5
800102,2016-10-01,6
800102,2016-05-01,2
800102,2016-04-01,2
800102,2016-08-01,4
800102,2016-02-01,3
800102,2016-07-01,3
800102,2016-01-01,2
800102,2016-03-01,2
800102,2017-06-01,7
800102,2017-01-01,8
800102,2017-10-01,7
800102,2017-05-01,9
800102,2017-03-01,13
800102,2017-04-01,9
800102,2017-08-01,5
800102,2017-07-01,4
800102,2017-11-01,7
800102,2017-02-01,5
800102,2017-12-01,5
800102,2018-02-01,3
800102,2018-01-01,7
800102,2018-04-01,2
800103,2014-02-01,1
800103,2014-09-01,2
800103,2014-10-01,1
800103,2014-06-01,1
800103,2014-08-01,1
800103,2015-09-01,2
800103,2015-04-01,1
800103,2015-02-01,2
800103,2015-06-01,3
800103,2015-12-01,3
800103,2015-11-01,1
800103,2015-01-01,1
800103,2015-10-01,1
800103,2016-01-01,3
800103,2016-11-01,4
800103,2016-08-01,3
800103,2016-09-01,3
800103,2016-12-01,1
800103,2016-10-01,3
800103,2016-05-01,1
800103,2016-02-01,1
800103,2016-04-01,1
800103,2016-07-01,1
800103,2016-06-01,2
800103,2016-03-01,1
800103,2017-09-01,8
800103,2017-06-01,2
800103,2017-12-01,9
800103,2017-02-01,7
800103,2017-08-01,11
800103,2017-11-01,6
800103,2017-05-01,6
800103,2017-04-01,9
800103,2017-10-01,10
800103,2017-03-01,5
800103,2017-07-01,4
800103,2017-01-01,7
800103,2018-02-01,4
800103,2018-04-01,5
800103,2018-05-01,2
800103,2018-03-01,8
800103,2018-01-01,4
800106,2014-08-01,2
800106,2014-11-01,4
800106,2014-10-01,3
800106,2014-03-01,1
800106,2014-05-01,1
800106,2014-04-01,2
800106,2014-06-01,1
800106,2014-12-01,1
800106,2015-06-01,3
800106,2015-10-01,1
800106,2015-09-01,1
800106,2015-05-01,1
800106,2015-07-01,1
800106,2015-12-01,1
800106,2015-02-01,1
800106,2016-12-01,1
800106,2016-11-01,4
800106,2016-02-01,2
800106,2016-07-01,1
800106,2016-08-01,1
800106,2016-03-01,1
800106,2016-01-01,1
800106,2017-03-01,1
800106,2017-09-01,3
800106,2017-08-01,2
800106,2017-04-01,2
800106,2017-05-01,1
800106,2017-11-01,1
800106,2017-07-01,1
800106,2018-02-01,1
800106,2018-03-01,2
800106,2018-04-01,1
800107,2014-04-01,1
800107,2014-08-01,1
800107,2014-07-01,4
800107,2014-03-01,1
800107,2014-09-01,4
800107,2014-02-01,2
800107,2014-01-01,1
800107,2014-11-01,1
800107,2014-10-01,3
800107,2015-02-01,2
800107,2015-01-01,3
800107,2015-08-01,2
800107,2015-09-01,2
800107,2015-07-01,5
800107,2015-04-01,1
800107,2015-05-01,3
800107,2015-12-01,2
800107,2015-11-01,1
800107,2015-06-01,3
800107,2015-03-01,2
800107,2016-10-01,11
800107,2016-11-01,5
800107,2016-05-01,1
800107,2016-12-01,4
800107,2016-03-01,1
800107,2016-07-01,2
800107,2016-02-01,1
800107,2016-01-01,3
800107,2016-06-01,1
800107,2016-09-01,4
800107,2017-09-01,5
800107,2017-06-01,7
800107,2017-01-01,3
800107,2017-11-01,7
800107,2017-04-01,3
800107,2017-03-01,4
800107,2017-12-01,4
800107,2017-02-01,5
800107,2017-07-01,5
800107,2017-08-01,4
800107,2017-05-01,2
800107,2017-10-01,1
800107,2018-02-01,2
800107,2018-01-01,3
800108,2014-07-01,1
800108,2014-09-01,3
800108,2014-02-01,2
800108,2014-12-01,1
800108,2014-11-01,3
800108,2014-10-01,1
800108,2014-04-01,1
800108,2014-08-01,1
800108,2015-03-01,1
800108,2015-10-01,2
800108,2015-01-01,1
800108,2015-08-01,1
800108,2016-07-01,3
800108,2016-03-01,1
800108,2016-08-01,2
800108,2016-11-01,2
800108,2016-02-01,1
800108,2016-10-01,1
800108,2016-12-01,1
800108,2016-09-01,1
800108,2017-07-01,5
800108,2017-05-01,2
800108,2017-10-01,3
800108,2017-06-01,2
800108,2017-12-01,2
800108,2017-11-01,1
800108,2017-08-01,4
800108,2017-09-01,3
800108,2017-02-01,1
800108,2018-04-01,2
800108,2018-05-01,5
800108,2018-03-01,1
800108,2018-01-01,2
800108,2018-02-01,1
800112,2014-10-01,2
800112,2014-02-01,2
800112,2014-08-01,6
800112,2014-06-01,3
800112,2014-01-01,2
800112,2014-05-01,1
800112,2014-11-01,3
800112,2014-09-01,5
800112,2014-07-01,3
800112,2014-12-01,2
800112,2015-01-01,1
800112,2015-12-01,2
800112,2015-10-01,2
800112,2015-08-01,1
800112,2015-07-01,1
800112,2015-11-01,1
800112,2016-10-01,3
800112,2016-12-01,3
800112,2016-01-01,1
800112,2016-07-01,2
800112,2016-06-01,1
800112,2016-09-01,1
800112,2016-11-01,1
800112,2016-03-01,1
800112,2017-10-01,2
800112,2017-01-01,3
800112,2017-07-01,3
800112,2017-12-01,1
800112,2017-02-01,1
800112,2017-05-01,1
800112,2017-06-01,1
800112,2017-08-01,1
800112,2018-03-01,1
800112,2018-04-01,2
800112,2018-05-01,1
800113,2014-07-01,3
800113,2014-04-01,1
800113,2014-09-01,2
800113,2014-08-01,1
800113,2014-05-01,1
800113,2014-11-01,2
800113,2014-10-01,1
800113,2015-08-01,2
800113,2015-09-01,1
800113,2015-10-01,1
800113,2015-01-01,1
800113,2015-05-01,1
800113,2016-09-01,1
800113,2016-10-01,4
800113,2016-05-01,1
800113,2016-01-01,4
800113,2016-11-01,2
800113,2016-08-01,1
800113,2016-02-01,1
800113,2016-04-01,1
800113,2016-03-01,1
800113,2017-10-01,1
800113,2017-06-01,2
800113,2017-09-01,1
800113,2017-11-01,1
800113,2018-05-01,5
800113,2018-04-01,1
800114,2014-10-01,4
800114,2014-12-01,1
800114,2014-07-01,2
800114,2014-11-01,1
800114,2015-02-01,2
800114,2015-06-01,1
800114,2015-05-01,1
800114,2015-10-01,1
800114,2015-07-01,2
800114,2015-08-01,1
800114,2015-04-01,1
800114,2016-03-01,2
800114,2016-10-01,1
800114,2016-08-01,1
800114,2017-11-01,2
800114,2017-07-01,1
800114,2017-01-01,3
800114,2017-09-01,3
800114,2017-12-01,1
800114,2017-10-01,1
800114,2017-08-01,2
800114,2017-03-01,1
800114,2017-06-01,1
800114,2018-03-01,1
800114,2018-02-01,1
